Year,#,<strong>Are you self-employed?</strong>,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefitsÂ as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,"Describe the conversation you had with your employer about your mental health, including their reactions and what actions were taken to address your mental health issue/questions.",Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Describe the conversation with coworkers you had about your mental health including their reactions.,Have you ever had a coworker discuss their or another coworker's mental health with you?,Describe the conversation your coworker had with you about their mental health (please do not use names).,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you know local or online resources to seek help for a mental health issue?,"<strong>If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?</strong>","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","<strong>If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?</strong>","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",<strong>Do you have previous employers?</strong>,Was your employer primarily a tech company/organization?,<strong>Have your previous employers provided mental health benefits?</strong>,<strong>Were you aware of the options for mental health care provided by your previous employers?</strong>,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,"Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.",<strong>Would you have been willing to discuss your mental health with your coworkers at previous employers?</strong>,Did you ever discuss your mental health with a previous coworker(s)?,Describe the conversation you had with your previous coworkers about your mental health including their reactions.,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,Describe the conversation your coworker had with you about their mental health (please do not use names).,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you currently have a mental health disorder?,Have you ever been diagnosed with a mental health disorder?,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-Traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)","Psychotic Disorder (Schizophrenia, Schizoaffective, etc)","Eating Disorder (Anorexia, Bulimia, etc)",Attention Deficit Hyperactivity Disorder,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",Obsessive-Compulsive Disorder,Post-traumatic Stress Disorder,Stress Response Syndromes,Dissociative Disorder,Substance Use Disorder,Addictive Disorder,Other,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work <strong>when being treated effectively?</strong>","If you have a mental health disorder, how often do you feel that it interferes with your work <strong>when <em>NOT</em> being treated effectively (i.e., when you are experiencing symptoms)?</strong>",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your mental health with a potential employer in an interview?,Why or why not?,Are you openly identified at work as a person with a mental health issue?,Has being identified as a person with a mental health issue affected your career?,How has it affected your career?,"If they knew you suffered from a mental health disorder,Â how do you think that team members/co-workers would react?",<strong>Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?</strong>,Describe the circumstances of the badly handled or unsupportive response.,<strong>Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?</strong>,Describe the circumstances of the supportive or well handled response.,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,"If there is anything else you would like to tell us that has not been covered by the survey questions, please use this space to do so.",Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used <em>anonymously</em>Â and only with your permission.),What is your age?,What is your gender?,What country do you <strong>live</strong> in?,What US state or territory do you <strong>live</strong> in?,What is your race?,Other,What country do you <strong>work</strong> in?,What US state or territory do you <strong>work</strong> in?,Start Date (UTC),Submit Date (UTC),Network ID
2017,e49fe87572831232dcfa51b376b22039,0,100-500,1,1,No,Yes,No,I don't know,I don't know,I don't know,Same level of comfort for each,Yes,0,,Yes,1,Spoke about my anxiety they were very supportive,1,"they spoke about their depression, i offered my support ",6,0,,,,,,,,,1,0,I don't know,N/A (was not aware),Some did,Some did,"Yes, always",Physical health,"Yes, all of my previous supervisors",0,,"No, at none of my previous employers",0,,0,,3,3,Possibly,,,,,,,,,,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,Possibly,1,No,Sometimes,Sometimes,No,5,Yes,,No,I'd be worried they wouldn't hire me ,0,,,10,"Yes, I experienced",,"Yes, I experienced",,1,They don't take it seriously,,0,27,Female,United Kingdom,,,,United Kingdom,,2018-05-16 12:32,2018-05-16 12:42,464b7a12f1
2017,a1eede444ac024928d247a8372d54931,0,100-500,1,1,Yes,Yes,No,No,I don't know,I don't know,Same level of comfort for each,Maybe,0,,Yes,1,"the coworker was comprehensive, empathetic and understanding",1,"a discussion about symptoms of depression, and that coworker's struggle on a project",7,2,,,,,,,,,1,1,Some did,I was aware of some,None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,,At some of my previous employers,1,understanding and supportive,0,,5,2,Possibly,,,,,,,,,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,,,,,,,,,,,,,,,,,,,,,Possibly,0,No,Not applicable to me,Sometimes,No,4,Yes,it may require specific measures to accomodate my needs,No,mental health issues are stigmatised and misunderstood by many,0,,,6,"Yes, I observed","During a discussion about ""mental health first aider"" at work, a coworker dismissed the whole idea, saying that ""no one here suffers from Mental Health Disorder""",Maybe/Not sure,,2,"raise awareness, talk about it to lessen the stigma",,0,31,male,United Kingdom,,,,United Kingdom,,2018-05-16 12:31,2018-05-16 12:40,464b7a12f1
2017,37d3fd67f62bd1e0a2dea4f9cd440d98,0,26-100,1,1,I don't know,No,I don't know,No,Yes,Difficult,Same level of comfort for each,Yes,1,"The conversation went well, he too suffers mental illness... however, I was just fired for having a mental illness episode and not being about to get my work done.",Maybe,1,They all seemed understanding and some even admitted to having some issues themselves,0,,0,1,,,,,,,,,1,1,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,,At some of my previous employers,1,"The ones that I discussed it with were actually close friends, so they were always aware",0,,8,0,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",,,,,,,,,Substance Use Disorder,,,Yes,1,Yes,Sometimes,Sometimes,Yes,5,Maybe,I will sometimes bring up my psoriasis just as an explanation why when I have a flare up I wear a hat most of the time,No,stigma,1,1,3,5,"Yes, I experienced","I was suffering depression and I was open about that, that is why my numbers fell, but then I started drinking too much and admitted myself into a detox/psych facility to get better... 5 days later I get out to find myself fired","Yes, I experienced",,1,"Education and awareness, statistics, add supportive writing to the company handbook",,1,36,male,United States of America,Missouri,White,,United States of America,Missouri,2018-05-09 5:34,2018-05-09 5:46,1eb7e0cb94
2017,519b759442c1cab0e9b5a8a1acb1b216,0,More than 1000,1,1,Yes,Yes,I don't know,I don't know,Yes,Difficult,Same level of comfort for each,Yes,1,Direct Manager and HR know because of medication. No real reactions,Yes,1,Coworkers that have become friends with me are supportive,0,,7,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attention Deficit Hyperactivity Disorder,,,,,,,,,No,1,I don't know,Sometimes,Often,No,10,No,Anything that may hurt my chances to be hired is not going to be provided,No,Might hurt my chances,0,,,5,Maybe/Not sure,,Maybe/Not sure,,2,"More support, less burnout and death marches",,0,22,Male,United States of America,Washington,White,,United States of America,Washington,2018-05-04 23:19,2018-05-04 23:23,63852edbc4
2017,ef0af4927b575b1a3e607c11ca37870e,1,,,,,,,,,,,,,,,,,,,,,0,"Yes, I know several","Sometimes, if it comes up",No change,"No, because it doesn't matter",No change,Yes,1-25%,1,0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Same level of comfort for each,"No, none of my previous supervisors",0,,"No, at none of my previous employers",1,I'm in mental heatlh so I talk about it often.,1,They talked about as caregivers of family member.,8,8,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,Yes,Often,Sometimes,No,10,Maybe,"It depends. it's not something you start with at an interview, get the job first, then share. I have before.",No,Don't think it's connected to the job. You do that like salary when you get the offer.,0,,,4,No,,"Yes, I observed",,1,I think tech is more internal and they don't really talk about feelings or issues.,nope,1,52,female,United States of America,Illinois,More than one of the above,,United States of America,Illinois,2018-05-03 0:40,2018-05-03 0:53,43237889f1
2017,ad5087cd3a45321de19366c74ce54f85,0,100-500,1,0,Yes,No,No,I don't know,Yes,Somewhat easy,Physical health,Maybe,0,,Maybe,0,,0,,9,5,,,,,,,,,1,1,"No, none did",I was aware of some,None did,Some did,"Yes, always",Physical health,Some of my previous supervisors,0,,At some of my previous employers,0,,0,,7,3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,Yes,Rarely,Not applicable to me,Maybe,5,Maybe,It would depend on what it is..,No,It wouldn't feel safe,0,,,4,"Yes, I observed",,"Yes, I observed",,2,"Awareness, changed work schedules and expectations",,0,30,male,United States of America,California,White,,United States of America,California,2018-05-01 22:53,2018-05-01 22:59,8ac9b72b8a
2017,86ebdaee2a91fd8c1342d00e18c88bd5,0,26-100,1,1,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,Yes,0,,No,1,I've talked about my depression with coworkers in the past. They were good listeners and very supportive.,1,A colleague was experiencing extreme anxiety at work. I listened and provided support.,10,10,,,,,,,,,1,1,Some did,I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1,I've mentioned ADHD and anxiety before but in a casual manner.,At some of my previous employers,1,I've had conversations about depression with colleagues. They were supportive.,1,"We were very concerned about her, it was affecting her work. We talked about how to help her build her confidence back up.",10,10,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",,,Attention Deficit Hyperactivity Disorder,,,,,,,,,No,1,Yes,Rarely,Often,No,8,No,It seems like it would be a distraction.,No,I would be worried that it would affect my interview.,1,0,,5,No,,"Yes, I observed",,2,"Be more vocal about supporting employees with issues, and supporting mental health time off.",,1,36,F,United States of America,Washington,Asian,,United States of America,Washington,2018-04-28 20:02,2018-04-28 20:12,2a299f981a
2017,bcaf336a40f5daaf92f95d99437197e3,0,26-100,1,1,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,0,,Maybe,0,,1,One of my coworkers took a month off due to burn out and we talked about it afterward. I admired him so much for doing that,10,8,,,,,,,,,1,1,Some did,I was aware of some,None did,None did,I don't know,Physical health,Some of my previous supervisors,0,,At some of my previous employers,0,,1,"A co-worker discussed their addiction with me, but had sought treatment outside of the work environment",5,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,Yes,Not applicable to me,Not applicable to me,No,3,No,"I want to maintain my privacy. Unless I end up with a physical health issue that would affect my work, I don't think it's their business",No,Same as above - none of their business,0,,,7,No,,"Yes, I observed",,2,I think we over work ourselves and each other. We expect everyone to be connected all the time and humans just weren't meant to work to this degree. We need to cut each other more slack,,1,38,Female,United States of America,Georgia,White,,United States of America,Georgia,2018-04-27 17:42,2018-04-27 17:50,1533aa77ee
2017,5d365fb0d9fbe6ae1e949b831bdac21e,0,100-500,0,1,I don't know,No,No,No,Yes,Very easy,Same level of comfort for each,Maybe,0,,Maybe,0,,0,,9,7,,,,,,,,,1,1,"No, none did",N/A (was not aware),None did,None did,"Yes, always",Physical health,"No, none of my previous supervisors",0,,"No, at none of my previous employers",0,,0,,9,6,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,6,No,Fear of not getting the job,No,Fear of not getting the job,0,,,5,No,,"Yes, I experienced",,2,Donâ€™t know ,,0,35,Male,Switzerland,,,,Switzerland,,2018-04-26 22:35,2018-04-26 22:46,f5e9431851
2017,323f6cb5cd82e1b6576954b5b7462acf,1,,,,,,,,,,,,,,,,,,,,,1,"No, I don't know any","Sometimes, if it comes up",I'm not sure,"Sometimes, if it comes up",No change,Unsure,,1,1,Some did,I was aware of some,Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,1,ok,At some of my previous employers,1,OK,0,,2,2,Possibly,,,,,,,,,,,,,,,,,,,Attention Deficit Hyperactivity Disorder,,,,,,,,,,,,,,,,,,,,,,No,1,No,Often,Sometimes,No,4,Maybe,ok,No,ok,1,1,2,4,"Yes, I experienced",ok,"Yes, I experienced",,3,ok,ok,0,36,male,India,,,,India,,2018-04-25 7:18,2018-04-25 7:22,f5dd0e2917
